metro_title,primary_state,region,business_key,business_type,business_feasibility_score,business_feasibility_rank,feasibility_band,entry_strategy,strategy_guidance,market_strength_probability,category_fit_score,whitespace_opportunity_score,momentum_score,recommendation_summary,strength_1,strength_2,strength_3,risk_1,risk_2,recent_unemployment_change,population,median_income,unemployment_rate
"Lewiston-Auburn, ME",ME,Northeast,education,Education / Childcare Services,23.366839906173553,141,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.26826137776990433,0.15295144874267502,33.95188809025962,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,0.5,115272,68775,3.2
"Longview-Kelso, WA",WA,West,education,Education / Childcare Services,4.4779268311211,292,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.034482758620689655,0.06880445758909412,23.565765682252884,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Category location density,0.5,113982,78460,5.3
"Sandusky, OH",OH,Midwest,education,Education / Childcare Services,10.396768538493731,210,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.10997295469912102,0.08995539031850866,28.261094378308044,59.99999999999998,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,0.40000000000000036,113533,74627,5.2
"Williamsport, PA",PA,Northeast,education,Education / Childcare Services,2.182391072215005,344,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.0727463690738335,26.059430501195045,75.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Affluent demand,0.0,113236,60403,4.0
"Watertown-Fort Drum, NY",NY,Northeast,education,Education / Childcare Services,4.824994190842516,281,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.03076923076923077,0.08903826789987876,24.90956770933455,63.99999999999997,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,0.3000000000000007,113140,70624,4.4
"Muncie, IN",IN,Midwest,education,Education / Childcare Services,3.762393701229237,306,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.034482758620689655,0.04495335325936539,19.78479113507433,43.999999999999986,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Affluent demand,0.8000000000000003,112951,54232,4.7
"Owensboro, KY",KY,South,education,Education / Childcare Services,14.968911640019694,167,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.14990970380977545,0.14917441244451382,26.130939200612865,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.7000000000000002,112812,67068,5.0
"Weirton-Steubenville, WV-OH",WV,South,education,Education / Childcare Services,4.0145221597815475,298,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.13381740532605158,17.678092743502386,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.7000000000000002,112738,60159,5.7
"Michigan City-La Porte, IN",IN,Midwest,education,Education / Childcare Services,1.510808686498866,369,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.050360289549962196,18.560015609650048,43.999999999999986,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Category location density,0.8000000000000003,111348,66849,4.7
"Beckley, WV",WV,South,education,Education / Childcare Services,6.246156187936561,261,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.055950564354737706,28.25125134552837,71.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Category demand footprint,0.10000000000000009,110979,51327,4.0
"Sebring, FL",FL,South,education,Education / Childcare Services,1.8206228022482382,357,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.060687426741607944,19.196637660526413,51.99999999999998,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Affluent demand,0.6000000000000005,109778,57580,4.9
"Pinehurst-Southern Pines, NC",NC,South,education,Education / Childcare Services,11.24523718921387,192,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.09025198938992043,0.1642532643973147,31.53664405528034,80.0,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,-0.10000000000000009,108417,85002,3.4
"Gettysburg, PA",PA,Northeast,education,Education / Childcare Services,4.560911167272736,288,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.15203037224242455,24.349979775011754,71.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category demand footprint,0.10000000000000009,107914,86279,3.1
"Kankakee, IL",IL,Midwest,education,Education / Childcare Services,7.5906122760174926,242,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.1007657672907688,30.677754254166004,84.0,"Selective Expansion Bet: strongest signals are recent labor momentum and low unemployment, while the main watchout is category location density.",Recent labor momentum,Low unemployment,Economic diversity,Category location density,Category demand footprint,-0.20000000000000018,106410,76743,5.7
"Ithaca, NY",NY,Northeast,education,Education / Childcare Services,23.2419362124562,142,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.0,0.7747312070818734,13.118238265820521,68.0,"Niche Cluster Bet: strongest signals are category demand footprint and low unemployment, while the main watchout is payroll efficiency.",Category demand footprint,Low unemployment,Recent labor momentum,Payroll efficiency,Affluent demand,0.19999999999999973,105602,71948,3.3
"Mankato, MN",MN,Midwest,education,Education / Childcare Services,36.820394001689,117,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.47399383683140767,0.12136084744968222,47.928042689215246,63.99999999999998,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,0.30000000000000027,105193,74426,2.6
"Sumter, SC",SC,South,education,Education / Childcare Services,3.6852094841809664,309,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.12284031613936555,10.89785431345633,19.999999999999993,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Category location density,Category demand footprint,Affluent demand,1.4000000000000004,104776,56824,5.2
"Fond du Lac, WI",WI,Midwest,education,Education / Childcare Services,20.945623975022702,149,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.2754901960784314,0.05537700831775026,38.22471334474688,60.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Category demand footprint,0.3999999999999999,104269,74782,2.9
"Grand Forks, ND-MN",ND,Midwest,education,Education / Childcare Services,37.97666009747101,113,High,Momentum Market,Healthy metro fundamentals with improving labor-market momentum.,0.5226251480398592,0.04642999115602894,54.605180936901206,68.0,"Momentum Market: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Category location density,0.19999999999999973,104184,69959,2.4
"Gadsden, AL",AL,South,education,Education / Childcare Services,0.7427761525696497,384,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.024759205085654993,18.039545689327873,44.00000000000001,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Category location density,0.7999999999999998,103207,57959,3.3
"Bay City, MI",MI,Midwest,education,Education / Childcare Services,1.6787229664968681,364,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.05595743221656227,19.478678845993162,52.000000000000014,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,0.5999999999999996,102651,64694,5.6
"Cheyenne, WY",WY,West,education,Education / Childcare Services,68.06339322955347,23,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.9142857142857143,0.13544644098511605,69.54073346321344,60.0,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.3999999999999999,101783,83258,3.4
"Rome, GA",GA,South,education,Education / Childcare Services,5.361007079107884,274,Low,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.0,0.1787002359702628,21.423022933279988,64.0,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.2999999999999998,101390,66459,3.5
"Lima, OH",OH,Midwest,education,Education / Childcare Services,3.985539416167627,301,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.13285131387225424,20.07619566821206,51.99999999999998,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.6000000000000005,100866,67668,4.4
"Cape Girardeau, MO-IL",MO,Midwest,education,Education / Childcare Services,27.588076209068557,130,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.3575920023181686,0.08522120155989185,39.90515036094045,51.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.6000000000000001,100842,65809,3.5
"Decatur, IL",IL,Midwest,education,Education / Childcare Services,35.25132333592715,118,Medium,Momentum Market,Healthy metro fundamentals with improving labor-market momentum.,0.46428571428571425,0.09171077786423847,53.26690737349088,87.99999999999997,"Momentum Market: strongest signals are recent labor momentum and low unemployment, while the main watchout is category demand footprint.",Recent labor momentum,Low unemployment,Economic diversity,Category demand footprint,Affluent demand,-0.2999999999999998,100737,61411,5.8
"Hot Springs, AR",AR,South,education,Education / Childcare Services,12.89316829094276,181,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.1457678492610154,0.08964729475572276,32.00593241394634,67.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Business density,Category demand footprint,Payroll efficiency,0.20000000000000018,99902,60453,3.6
"Paducah, KY-IL",KY,South,education,Education / Childcare Services,55.18783270300176,60,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7621212121212121,0.061311595150563655,60.29045634500621,48.00000000000003,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Affluent demand,0.6999999999999993,99814,64271,5.1
"Dubuque, IA",IA,Midwest,education,Education / Childcare Services,69.10943808304243,18,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.9095382726423052,0.1813919666027026,68.74037534929921,64.0,"Established Leader: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.2999999999999998,99242,80512,3.3
"Corvallis, OR",OR,West,education,Education / Childcare Services,9.008296896328961,227,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.059482758620689656,0.16148345976268946,24.195325133605387,60.0,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.3999999999999999,98899,79179,3.6
"Victoria, TX",TX,South,education,Education / Childcare Services,11.448042132067357,189,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.11830628803245435,0.10555339899318511,31.72790723215652,72.0,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Affluent demand,0.09999999999999964,98446,65829,4.1
"Helena, MT",MT,West,education,Education / Childcare Services,56.05805750494876,58,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.709160093809951,0.21389503127507328,58.249682829009906,67.99999999999999,"Established Leader: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,0.20000000000000018,96327,94395,2.7
"Fairbanks-College, AK",AK,West,education,Education / Childcare Services,41.21606829378573,109,High,Momentum Market,Healthy metro fundamentals with improving labor-market momentum.,0.5224047756900843,0.15492446651599479,50.48855423387616,67.99999999999999,"Momentum Market: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.20000000000000018,94951,92121,4.0
"Pocatello, ID",ID,West,education,Education / Childcare Services,25.2870342239146,134,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.3237684729064039,0.08744137068221099,37.86142707742492,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Business density,Category demand footprint,Payroll efficiency,0.5,91010,69612,4.0
"Hinesville, GA",GA,South,education,Education / Childcare Services,1.1688646089944883,374,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.03896215363314961,23.064950481268742,67.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is business density.",Low unemployment,Recent labor momentum,Economic diversity,Business density,Category demand footprint,0.20000000000000018,89657,66943,4.0
"Grants Pass, OR",OR,West,education,Education / Childcare Services,3.6076694947436483,311,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.12025564982478827,19.158184784304346,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Affluent demand,0.5,88276,59711,5.8
"Parkersburg-Vienna, WV",WV,South,education,Education / Childcare Services,5.905152572408171,269,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.05908876129378614,0.0589646427281047,26.984930561216785,67.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Affluent demand,0.20000000000000018,87120,54861,4.3
"Columbus, IN",IN,Midwest,education,Education / Childcare Services,50.508510486088795,75,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.6854545454545455,0.08422307680902047,54.45139020133657,40.00000000000002,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Category location density,0.8999999999999995,84741,80438,4.1
"Great Falls, MT",MT,West,education,Education / Childcare Services,20.023222337756636,150,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.2406896246934717,0.10583162030712055,35.2890905853995,64.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Affluent demand,0.2999999999999998,84523,62076,3.0
"Kokomo, IN",IN,Midwest,education,Education / Childcare Services,6.4360011850994825,257,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.06227873092683513,9.906698575965752,0.0,"Selective Expansion Bet: strongest signals are low unemployment and business density, while the main watchout is recent labor momentum.",Low unemployment,Business density,Category location density,Recent labor momentum,Category demand footprint,1.9000000000000004,84082,65267,6.9
"Midland, MI",MI,Midwest,education,Education / Childcare Services,45.203162428937304,93,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.6151018482837098,0.07153443496925387,51.98190636841271,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Payroll efficiency,Category demand footprint,Category location density,0.7000000000000002,84022,78046,4.5
"Elmira, NY",NY,Northeast,education,Education / Childcare Services,6.082025179449321,266,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.0504795307384964,28.376614193959302,72.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Category location density,0.09999999999999964,81115,66527,3.8
"Casper, WY",WY,West,education,Education / Childcare Services,67.74839703530053,25,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.9,0.158279901176684,69.59439847954803,64.0,"Established Leader: strongest signals are economic diversity and low unemployment, while the main watchout is category demand footprint.",Economic diversity,Low unemployment,Recent labor momentum,Category demand footprint,Affluent demand,0.2999999999999998,80410,71381,3.3
"Grand Island, NE",NE,Midwest,education,Education / Childcare Services,56.18463206436177,57,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7621212121212121,0.09453824052923077,59.27031224133443,44.00000000000001,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.7999999999999998,77278,68960,3.0
"Minot, ND",ND,Midwest,education,Education / Childcare Services,66.88881404985024,29,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.9,0.12962713499500803,69.80945939623166,60.0,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.3999999999999999,75815,70782,2.5
"Lewiston, ID-WA",ID,West,education,Education / Childcare Services,43.253811533919816,100,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.5863512129652347,0.07364088754511304,53.646290592984606,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.5,65370,77382,3.6
"Walla Walla, WA",WA,West,education,Education / Childcare Services,10.790028910836979,201,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.06525198938992043,0.2074129884514183,24.670670488741624,63.99999999999998,"Niche Cluster Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Category location density,0.30000000000000027,62068,72892,4.2
"Enid, OK",OK,South,education,Education / Childcare Services,43.230612341323734,101,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.5845106349665814,0.0771622631221013,55.37491499353078,64.0,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.2999999999999998,62007,67004,3.3
"Eagle Pass, TX",TX,South,education,Education / Childcare Services,0.7531226180558314,383,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.02510408726852771,20.44655349282715,59.99999999999998,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category demand footprint,0.40000000000000036,58829,52647,7.9
"Carson City, NV",NV,West,education,Education / Childcare Services,51.69209289066562,70,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7021212121212121,0.08478693473935925,60.19630822335995,64.0,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Affluent demand,0.2999999999999998,58148,62948,4.7
"New York-Newark-Jersey City, NY-NJ",NY,Northeast,construction,Construction / Trades,23.872567527697882,149,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.2669186560565871,0.17294205345789293,36.80334631778338,67.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Category location density,0.20000000000000018,19940274,99852,4.5
"Los Angeles-Long Beach-Anaheim, CA",CA,West,construction,Construction / Trades,20.269009543215745,159,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.22525198938992044,0.1500456761973772,30.651714851664625,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Business density,Category location density,Category demand footprint,0.7000000000000002,12927614,96405,5.4
"Chicago-Naperville-Elgin, IL-IN",IL,Midwest,construction,Construction / Trades,58.58666508141699,62,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7697402597402597,0.15682822998662707,57.90579954733532,48.00000000000003,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Category location density,0.6999999999999993,9406924,90770,5.1
"Dallas-Fort Worth-Arlington, TX",TX,South,construction,Construction / Trades,56.96527153029446,68,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7270265445213259,0.20244711379338853,59.381955962889734,71.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Business density,0.10000000000000009,8344032,92733,3.9
"Houston-Pasadena-The Woodlands, TX",TX,South,construction,Construction / Trades,32.266448148208916,129,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.3525371432976335,0.2529616039124856,38.84253147403813,67.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Business density,0.20000000000000018,7796182,81417,4.4
"Miami-Fort Lauderdale-West Palm Beach, FL",FL,South,construction,Construction / Trades,19.261351938318192,163,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.1795377036756347,0.22312375603412546,28.764904370101092,60.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Business density,Category location density,Payroll efficiency,0.3999999999999999,6457988,80625,2.9
"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,South,construction,Construction / Trades,69.46723019600765,29,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.9054545454545455,0.20284706713964862,64.81920923962427,55.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and affluent demand, while the main watchout is category location density.",Low unemployment,Affluent demand,Recent labor momentum,Category location density,Economic diversity,0.5,6437907,126244,3.0
"Atlanta-Sandy Springs-Roswell, GA",GA,South,construction,Construction / Trades,63.35570553402824,47,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.822121212121212,0.19357402285144681,63.93194488474855,68.0,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Category demand footprint,0.19999999999999973,6409047,92344,3.4
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA,Northeast,construction,Construction / Trades,48.48455831443953,93,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.6244725382414309,0.15904935458464575,56.063421069777306,72.0,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Category demand footprint,0.09999999999999964,6330422,90850,3.8
"Phoenix-Mesa-Chandler, AZ",AZ,West,construction,Construction / Trades,24.46759784765158,147,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.23497295469912105,0.2673163672904369,34.47001212683328,75.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Payroll efficiency,0.0,5186958,90133,3.2
"Boston-Cambridge-Newton, MA-NH",MA,Northeast,construction,Construction / Trades,73.01020138969157,17,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.96,0.19367337965638623,68.69568200958817,55.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Affluent demand,Category demand footprint,Category location density,0.5,5025517,117825,3.7
"Riverside-San Bernardino-Ontario, CA",CA,West,construction,Construction / Trades,7.973379778112301,284,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.2657793259370767,18.50476624641408,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Payroll efficiency,0.5,4744214,91013,5.2
"San Francisco-Oakland-Fremont, CA",CA,West,construction,Construction / Trades,75.7713204531289,4,High,White-Space Opportunity,Strong overall market with room for category expansion.,1.0,0.19237734843762955,70.36395053850023,51.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and affluent demand, while the main watchout is category location density.",Low unemployment,Affluent demand,Payroll efficiency,Category location density,Category demand footprint,0.6000000000000001,4648486,135590,4.2
"Detroit-Warren-Dearborn, MI",MI,Midwest,construction,Construction / Trades,15.248299607936563,188,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.15628896530540054,0.1436024012186175,24.85589134534719,40.0,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Category demand footprint,0.8999999999999999,4400578,76403,4.5
"Seattle-Tacoma-Bellevue, WA",WA,West,construction,Construction / Trades,75.92383384291468,2,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.96,0.29079446143048937,66.17366905609641,67.99999999999999,"Established Leader: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Category demand footprint,0.20000000000000018,4145494,112388,4.2
"Minneapolis-St. Paul-Bloomington, MN-WI",MN,Midwest,construction,Construction / Trades,65.39458089609498,38,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.8429241952166112,0.2129962410310735,63.32798764286027,64.0,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Category demand footprint,0.2999999999999998,3757952,97928,2.9
